FOODID,FOODNAME_FI,FOODNAME_EN,FOODNAME_SV,FUCLASS,IGCLASS,FUCLASS_subsitute,kgCO2-eq/kg,gCO2-eq/100g,Data quality,Average_source
11131,"JUUSTO, VALKOHOME/VALKOSINIHOMEJUUSTO, RASVAA 40 %","CHEESE, WHITE MOULD CHEESE, 40% FAT","OST, VITMÖGEL-/VITBLÅMÖGELOST, 40 % FETT","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa >17 %",,5.21,521.0,Category average,IGCLASS
11132,"(ARC) TUOREJUUSTO, KASVIRASVAA, RASVAA 24-30 %","(ARC)CREAM CHEESE-LIKE VEGETABLE FAT PRODUCT, 24-30% FAT","(ARC)FÄRSKOST, VEGETABILISK FETTBLANDNING, 24-30 % FETT","Juustot, tuorejuustot","Juusto, kasvirasva-",,3.67,367.0,Category average,FUCLASS
11133,"JUUSTO, PUOLIKOVA JUUSTO, KEVYT, RASVAA 15-18 %","CHEESE, SEMI-HARD CHEESE, LIGHT, 15-18% FAT","OST, HALVHÅRD OST, LÄTT, 15-18 % FETT","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa  <= 17%",,4.69,469.0,Product,-
11134,"BASILIKA, TUORE","BASIL, FRESH","BASILIKA, FÄRSK","Kasvikset, tuoreet",Lehtivihannekset,,0.4,40.0,Product,-
11136,"KERMA, VISPIKERMA, KEVYT, RASVAA 25 %","CREAM, LOW-FAT, 25% FAT","GRÄDDE, VISPGRÄDDE, LÄTT, 25 % FETT",Kerma,Kerma/ creme,,2.24,224.0,Product,-
11142,MEHUJÄÄ KESKIARVO,"ICE LOLLY, AVERAGE","SAFTIS, MEDELVÄRDE",Jäätelö,Mehujuomat,,0.68,68.0,Category average,IGCLASS
11145,"MAITO, RASVATON, VL, D-VITAMIINIA 1 UG","MILK, 0% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D","MJÖLK, FETTFRI, LÅG LAKTOSHALT, 1 UG VITAMIN D",Maitojuoma rasvaton,Rasvaton maito ,,0.95,95.0,Product,-
11146,"JUUSTO, LEIPÄJUUSTO, RASVAA 17-23 %, VL","CHEESE, FINNISH OVEN CHEESE, LOW-LACTOSE, 17-23% FAT","OST, BRÖDOST, 17-23 % FETT, LÅG LAKTOSHALT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,3.93,393.0,Category average,IGCLASS
11148,"JÄÄTELÖ, KERMAJÄÄTELÖPUIKKO, SUKLAINEN, KESKIARVO","ICE CREAM BAR, CREAM BASED, CHOCOLATE FLAVOURED","GLASS, GRÄDDGLASSPINNE, CHOKLAD, MEDELVÄRDE",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
11149,"JÄÄTELÖ, MEHUJÄÄ-JÄÄTELÖPUIKKO, KESKIARVO","ICE CREAM WITH SORBET COATING, AVERAGE","GLASS, SAFTIS-GLASSPINNE, MEDELVÄRDE",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
11150,"BROILERI, MARINOITU, ILMAN NAHKAA, RAAKA","CHICKEN MARINATED, WITHOUT SKIN","KYCKLING, MARINERAD, UTAN SKINN, RÅ",Kanat ja muut linnut,Kanalinnut,,4.78,478.0,Category average,IGCLASS
11152,"KERMAVIILI, RASVAA 10-12 %, VL","SOUR CREAM, 10-12% FAT, LOW-LACTOSE","GRÄDDFIL, LÅG LAKTOSHALT, 10-12 % FETT","Hapanmaitotuotteet, muut","Hapanmaitotuotteet, muut",,1.93,193.0,Category average,IGCLASS
11154,"VIILI, MAUSTAMATON, KEVYTVIILI, RASVAA 2 %, VL","CURD MILK, PLAIN, 2% FAT, LOW-LACTOSE","FIL, NATURELLT, LÄTTFIL 2 % FETT, LÅG LAKTOSHALT",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
11155,"RAEJUUSTO, RASVAA 2-5 %, VL","COTTAGE CHEESE, 2-5% FAT, LOW-LACTOSE","GRYNOST, 2-5 % FETT, LÅG LAKTOSHALT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa <= 15 %",,3.3,330.0,Category average,IGCLASS
11156,"RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA <0,5 %, VL","QUARK, <0.5% FAT, LOW-LACTOSE","KVARG, NATURELL, <0,5 % FETT, LÅG LAKTOSHALT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
11157,"(ARC) JUUSTO, RASVAA 28 %, SISÄLTÄÄ KASVIRASVAA","(ARC)CHEESE, VEGETABLE FAT, 28% FAT","(ARC)OST, 28 % FETT, INNEH. VEG. FETT","Juustot, kypsytetyt juustot","Juusto, kasvirasva-",,5.11,511.0,Category average,FUCLASS
11159,"CREME FRAICHE, RANSKANKERMA, RASVAA 15-18 %","CREME FRAICHE, 15-18% FAT","CRÈME FRAICHE, 15-18 % FETT","Hapanmaitotuotteet, muut","Hapanmaitotuotteet, muut",,1.93,193.0,Category average,IGCLASS
11164,"JÄLKIRUOKAKASTIKE, VANILLIINIKASTIKE, VISPAUTUVA VANILJAKASTIKE",VANILLIN SAUCE,"DESSERTSÅS, VANILLINSÅS, VISPBAR",Jälkiruokakastikkeet,Kerma/ creme,,1.88,188.0,Category average,IGCLASS
11165,"PIIMÄ, RASVATON, VL, D-VIT 1UG","SOUR MILK, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D","SURMJÖLK, FETTFRI, LÅG LAKTOSHALT, 1 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
11172,"JÄÄTELÖ, KASVIRASVAJÄÄTELÖPUIKKO, SUKLAAKUORRUTE","ICE CREAM BAR, VEGETABLE FAT, CHOCOLATE COATED","GLASS, GLASSPINNE, VEGETABILISK FETT, CHOKLADÖVERDRAG",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
11173,"JÄÄTELÖ, KASVIRASVAJÄÄTELÖTUUTTI","ICE CREAM CORNET, VEGETABLE FAT","GLASS, GLASSTRUT, STRUT, VEGETABILISK FETT",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
11177,MUSTAPIPPURI,"PEPPER, BLACK PEPPER",SVARTPEPPAR,Mausteet,Kuivatut mausteet,,9.11,911.0,Product,-
11178,VALKOPIPPURI,"PEPPER, WHITE PEPPER",VITPEPPAR,Mausteet,Kuivatut mausteet,,9.1,910.0,Product,-
11182,PAPRIKAJAUHE,PAPRIKA POWDER,PAPRIKAPULVER,Mausteet,Kuivatut mausteet,,7.72,772.0,Category average,IGCLASS
11184,KANELI,CINNAMON,KANEL,Mausteet,Kuivatut mausteet,,9.1,910.0,Product,-
11185,NEILIKKA,CLOVES,NEJLIKA,Mausteet,Kuivatut mausteet,,9.09,909.0,Product,-
11186,"INKIVÄÄRI, JAUHETTU","GINGER, GROUND","INGEFÄRA, MALEN",Mausteet,Kuivatut mausteet,,0.84,84.0,Product,-
11187,KARDEMUMMA,CARDAMOM,KARDEMUMMA,Mausteet,Kuivatut mausteet,,9.1,910.0,Product,-
11188,VANILLIINISOKERI,VANILLIN SUGAR,VANILLINSOCKER,"Sokerit, siirapit","Sokerit, siirapit",,0.51,51.0,Product,-
11191,"OREGANO, KUIVATTU","OREGANO, DRIED","OREGANO, TORKAD",Mausteet,Kuivatut yrtit,,1.4,140.0,Product,-
11194,"TIMJAMI, KUIVATTU","THYME, DRIED",TIMJAN,Mausteet,Kuivatut yrtit,,1.4,140.0,Product,-
11196,AROMISUOLA/YRTTISUOLA SUOLAPITOISUUS 71 %,"AROMATIC SALT, 71% SALT CONTENT","AROMSALT/ÖRTSALT, SALTHALT 71 %",Mausteet,Suolat,,0.42,42.0,Category average,IGCLASS
11197,"MAUSTEKASTIKE, RUSKEA, HP-KASTIKE","HP-SAUCE, BROWN SAUCE","KRYDDSÅS, BRUN, HP-SÅS",Maustekastikkeet,Maustekastikkeet,,2.85,285.0,Category average,IGCLASS
11198,"RYPÄLESOKERI, GLUKOOSI",GLUCOSE,"DRUVSOCKER, GLUKOS","Sokerit, siirapit","Sokerit, siirapit",,0.82,82.0,Category average,IGCLASS
11203,"HUNAJAMELONI, KUORITTU","HONEYDEW MELON, WITHOUT SKIN","HONUNGSMELON, SKALAD","Hedelmät, tuoreet",Muut hedelmät,,0.27,27.0,Product,-
11210,"KSYLITOLIPASTILLI, C-VITAMINOITU","PASTILLE SWEETENED WITH XYLITOL, ADDED VITAMIN C","PASTILL SÖTAD MED XYLITOL, C-VITAMINERAD",Makeiset,Makeiset,,1.37,137.0,Category average,IGCLASS
11211,"JUUSTO, FETAJUUSTO, RASVAA 25 %, VUOHENMAITO, SUOLALIEMESSÄ","CHEESE, FETA CHEESE IN BRINE, MADE WITH GOAT MILK, 25% FAT","OST, FETAOST, 25 % FETT, AV GETMJÖLK, I SALTLAG","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,3.93,393.0,Category average,IGCLASS
11212,"AURINGONKUKANSIEMEN, KUORITTU",SUNFLOWER SEED,SOLROSFRÖN,"Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,0.99,99.0,Product,-
11287,"KASVIRASVALEVITE 28 %, MINI LÄTTA","VEGETABLE FAT SPREAD 28%, MINI LÄTTA","VEGETABILISK MATFETT 28 %, MINI LÄTTA",Margariini ja  rasvalevite <55%,Margariini ja  rasvalevite <55%,,5.33,533.0,Category average,IGCLASS
11503,"TÄYSMEHU, RYPÄLETÄYSMEHU","GRAPE JUICE, UNSWEETENED","JUICE, VINDDRUVSJUICE",Täysmehut,Täysmehut,,0.38,38.0,Product,-
11505,"BANAANILASTU, KUIVATTU BANAANI",BANANA CHIP,"BANANCHIPS, TORKAD BANAN","Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,3.45,345.0,Product,-
11507,RIISITÄRKKELYS,RICE STARCH,RISSTÄRKELSE,Sekalaiset ruoka-aineet,Tärkkelykset,,1.31,131.0,Category average,IGCLASS
11512,SIANKYLJYS,"PORK CHOP, CUTLET",KOTLETTRAD,"Pihvit, kyljykset",Sianliha,,5.56,556.0,Product,-
11513,"PORSAANFILEE, SISÄFILEE, RASVAA 4,5 %","PORK FILLET, BONELESS TENDERLOIN, FAT 4.5 %","GRISFILÉ, INNERFILÉ, 4,5 % FETT","Pihvit, kyljykset",Sianliha,,6.99,699.0,Product,-
11521,"RIISI PITKÄJYVÄINEN, PUUROUTUMATON","RICE, WHITE, LONG-GRAIN, PARBOILED","RIS, LÅNGKORNIGT, KLIBBFRITT",Riisilisäke,Riisi,,2.52,252.0,Product,-
11522,"RUIS-RIISISEOS, RIISI JA RUISROUHE","RYE AND RICE MIX, CRASHED RYE GRAIN",RIS- OCH RÅGKROSSBLANDNING,Riisilisäke,Muu vilja,,1.69,169.0,Category average,IGCLASS
11550,"TUOREJUUSTO, RASVAA 30 %, MAUSTETTU, VL","CREAM CHEESE, 30% FAT, FLAVOURED, LOW-LACTOSE","FÄRSKOST, 30 % FETT, SMAKSATT, LÅG LAKTOSHALT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa >15 %",,3.93,393.0,Category average,IGCLASS
11551,KALKKUNAN RINTAFILEE,TURKEY BREAST,KALKON BRÖSTFILÉ,Kanat ja muut linnut,Kanalinnut,,4.52,452.0,Product,-
11553,"HEDELMÄHILLO, KESKIARVO","FRUIT JAM, AVERAGE","FRUKTSYLT, MEDELVÄRDE","Hillot, marmeladit",Hillot,,1.26,126.0,Category average,IGCLASS
11557,"TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENTAMATON","LEMON JUICE, UNSWEETENED, UNDILUTED","JUICE, CITRONJUICE, OUTSPÄDD",Täysmehut,Täysmehut,,0.67,67.0,Product,-
11558,"TÄYSMEHU, APPELSIINITÄYSMEHU, KALSIUMIA","ORANGE JUICE, UNSWEETENED, ADDED CALCIUM","JUICE, APELSINJUICE, KALCIUM",Täysmehut,Täysmehut,,1.02,102.0,Product,-
11562,"JAUHELIHA, NAUDAN, RASVAA 17 %","BEEF MINCE, 17% FAT","KÖTTFÄRS, NÖTFÄRS, 17 % FETT","Pihvit, kyljykset",Naudanliha,,36.26,3626.0,Product,-
11563,"BROILERI, KOIPI-REISI, NAHKOINEEN, RAAKA",CHICKEN LEG AND THIGH WITH SKIN,"KYCKLING, KYCKLINGBEN, MED SKINN, RÅ",Kanat ja muut linnut,Kanalinnut,,4.52,452.0,Product,-
11564,"BROILERI, RINTALEIKE, NAHKOINEEN",CHICKEN BREAST WITH SKIN,"KYCKLING, BRÖSTSCHNITZEL, MED SKINN",Kanat ja muut linnut,Kanalinnut,,5.65,565.0,Product,-
11565,"BROILERI, RINTAFILEE, NAHATON, SUIKALE, LEIKE",CHICKEN BREAST STRIPS WITHOUT SKIN,"KYCKLING, BRÖSTFILÉ, UTAN SKINN, STRIMLOR, SCHNITZEL",Kanat ja muut linnut,Kanalinnut,,5.65,565.0,Product,-
11568,"(ARC) RASVASEOS 60%, D-VITAMIINIA 10 UG","(ARC)BLENDED SPREAD 60%, 10 UG VITAMIN D","(ARC)MATFETTSBLANDNING 60 %, 10 UG VITAMIN D",Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.64,264.0,Product,-
11571,"TUOREJUUSTO, RASVAA 11 %, MAUSTAMATON","CREAM CHEESE, LOW-FAT, 11% FAT, PLAIN","FÄRSKOST, 11 % FETT, NATURELL","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa <= 15 %",,3.3,330.0,Category average,IGCLASS
11572,"(ARC) MAITO, RASVATON, LISÄTTY KALSIUMIA, D-VITAMIINIA 0,5 UG","(ARC)MILK, 0% FAT, WITH ADDED CALCIUM AND 0.5 UG VITAMIN D","(ARC)MJÖLK, FETTFRI, TILLSATT KALCIUM, 0,5 UG VITAMIN D",Maitojuoma rasvaton,Rasvaton maito ,,0.95,95.0,Category average,IGCLASS
11580,"PÄHKINÄVÄLIPALA, MAKEA, PATUKKA/LEVY","SNACK BAR WITH NUTS, SWEET","NÖTMELLANMÅL, SÖTT, STÅNG/KAKA","Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,2.1,210.0,Category average,IGCLASS
11581,"(ARC) SOIJAVÄLIPALA, HAPATETTU, MAUSTETTU, RASVAA 1 %, VITAMINOITU","(ARC)SOY PRODUCT, SOURED, 1% FAT, VITAMINS AND CALCIUM","(ARC)SOJAMELLANMÅL, SYRAT, SMAKSATT, 1 % FETT, VITAMINERAD",Jogurtit,Soijavalmisteet,,0.81,81.0,Category average,IGCLASS
11587,"MARJAJUOMA, RUUSUNMARJA, PRO VIVA, KAURAA JA PROBIOOTTEJA","ROSE HIP DRINK, CONTAINS OAT AND LACTOBACILLUS PLANTARUM, PRO VIVA","BÄRDRYCK, NYPONDRYCK, PRO VIVA, HAVRE, PROBIOTIKA",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
11589,PIPARJUURI,HORSERADISH,PEPPARROT,"Kasvikset, tuoreet",Juuri- ja mukulakasvit,,0.3,30.0,Product,-
11680,"PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU","POTATO, PEELED, VACUUM PACKED, CATERING","POTATIS, SKALAD, STORKÖKSPRODUKT, SKYDDSGASFÖRP.","Perunat, keitetyt",Peruna,,0.21,21.0,Product,-
11685,"PAISTOÖLJY, PALMUÖLJY 50 %, PALMUYDINÖLJY 25 %, RYPSIÖLJY 25 %","COOKING OIL, 50% PALM, 25% PALM KERNEL AND 25% RAPESEED OIL","STEKOLJA, PALMOLJA 50 %, PALMKÄRNSOLJA 25 %, RYPSOLJA 25 %",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
11687,"RIISIJUOMA, MAUSTAMATON",RICE DRINK,"RISDRYCK, NATURELL",Kasvismehut,"Viljajuomat, nestemäiset viljatuotteet",,0.33,33.0,Product,-
11689,"PARSA, RAAKA, PUHDISTETTU","ASPARAGUS, RAW, CLEANED","SPARRIS, RÅ, RENSAD","Kasvikset, tuoreet",Lehtivihannekset,,0.57,57.0,Product,-
11690,"MAJONEESI, VÄHÄRASVAINEN, RASVAA 15 %","MAYONNAISE, 15% FAT, LOW-FAT","MAJONNÄS, LÅG FETTHALT, 15 % FETT",Salaatinkastikkeet ja majoneesit,Salaatinkastikkeet ja majoneesit,,2.56,256.0,Product,-
11691,"MÄTI, KESKIARVO, SUOLATTU","ROE, AVERAGE, SALTED","ROM, MEDELVÄRDE, SALTAD",Kalavalmiste,Kalavalmisteet,,4.46,446.0,Category average,IGCLASS
11694,"JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL","YOGHURT, FLAVOURED WITH JAM, 2% FAT, LOW-LACTOSE","YOGHURT, SMAKSATT MED SYLT, 2 % FETT, LÅG LAKTOSHALT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
11695,"RYPSIÖLJY, KYLMÄPURISTETTU","RAPESEED OIL, COLD PRESSED","RYPSOLJA, KALLPRESSAD",Öljy,Öljy,,2.96,296.0,Product,-
11700,"SOIJAPROTEIINI KONSENTRAATTI, 58 % PROTEIINIA","SOY PROTEIN CONCENTRATE, 58% PROTEIN","SOJAPROTEIN KONCENTRAT, 58 % PROTEIN",Sekalaiset ruoka-aineet,Soijavalmisteet,,0.72,72.0,Product,-
11701,PALMUYDINÖLJY,PALM KERNEL OIL,PALMKÄRNSOLJA,Öljy,Öljy,,1.33,133.0,Product,-
11723,"JOGURTTI, MAUSTETTU, RASVAA 3 %","YOGHURT, FLAVOURED, 3% FAT","YOGHURT, SMAKSATT, 3 % FETT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
11725,"VIILI, MAUSTETTU, RASVAA 2 %",BERRY AND FRUIT CULTURED MILK 2 % FAT,FRUKT-/BÄRFIL FETT 2 %,Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
11726,"VIILI, MAUSTETTU, RASVAA 1 %, VL","CURD MILK, FLAVOURED, 1% FAT, LOW-LACTOSE","FIL, FRUKT-/BÄRFIL, 1 % FETT, LÅG LAKTOSHALT",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
11727,"JOGURTTI, MAUSTETTU, RASVAA 2,5 %","YOGHURT, FLAVOURED, 2.5% FAT","YOGHURT, SMAKSATT, 2,5 % FETT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
11734,SIITAKESIENI,SHIITAKE MUSHROOM,SHIITAKESVAMP,Sieniruoat,Sienet,,0.14,14.0,Category average,IGCLASS
11735,OSTERIVINOKAS,OYSTER MUSHROOM,OSTRONSKIVLING,Sieniruoat,Sienet,,0.14,14.0,Category average,IGCLASS
11736,"JOGURTTI, MAUSTAMATON, RASVAA 1,5 %","YOGHURT, PLAIN, 1.5% FAT","YOGHURT, NATURELL, 1,5 % FETT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
28905,"JAUHO, TÄYSJYVÄVEHNÄJAUHO","FLOUR, WHOLE WHEAT FLOUR","MJÖL, FULLKORNSVETEMJÖL",Jauhot,Vehnä,,0.77,77.0,Product,-
28909,"MAKARONI, RUISMAKARONI",RYE MACARONI,"MAKARONER, RÅGMAKARONER",Pastalisäke,Vehnä,,1.75,175.0,Product,-
28910,RIISI TUMMA,"RICE, BROWN","RIS, MÖRKT",Riisilisäke,Riisi,,2.52,252.0,Product,-
28913,"PERUNA, PUNNITTU KUORINEEN","POTATO, UNPEELED, AVARAGE, RAW","POTATIS, VÄGD MED SKAL","Perunat, keitetyt",Peruna,,0.21,21.0,Category average,IGCLASS
28915,"MELONI, VERKKO/CANTALOUPEMELONI, PUNNITTU KUORINEEN","MUSKMELON/CANTALOUPE MELON, WITH SKIN","MELON, NÄT-/CANTALUPONMELON, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.15,15.0,Product,-
28916,"OMENA, KESKIARVO, PUNNITTU KUORINEEN","APPLE, AVERAGE, WITH SKIN","ÄPPLE, MEDELVÄRDE, VÄGD MED SKAL","Hedelmät, tuoreet",Omenahedelmät,,1.26,126.0,Category average,IGCLASS
28917,"PÄÄRYNÄ, PUNNITTU KUORINEEN","PEAR, WITH SKIN","PÄRON,  VÄGD MED SKAL","Hedelmät, tuoreet",Omenahedelmät,,0.15,15.0,Product,-
28918,"LUUMU, TUMMA, PUNNITTU KIVINEEN","PLUM, WITH STONE","PLOMMON, MÖRK, VÄGD MED KÄRNA","Hedelmät, tuoreet",Omenahedelmät,,0.51,51.0,Product,-
28919,"LUUMU, TUMMA, KUIVATTU, PUNNITTU KIVINEEN","PRUNE, WITH STONE","PLOMMON, MÖRK, VÄGD MED KÄRNA, TORKAD","Pähkinät, siemenet ja kuivatut hedelmät",Omenahedelmät,,2.44,244.0,Product,-
28920,"KIRSIKKA, PUNNITTU KIVINEEN",CHERRY WITH STONE,"KÖRSBÄR, VÄGD MED KÄRNA","Hedelmät, tuoreet",Muut hedelmät,,0.48,48.0,Product,-
28921,"APRIKOOSI, KESKIARVO, PUNNITTU KIVINEEN","APRICOT, AVERAGE, WITH STONE","APRIKOS, MEDELVÄRDE, VÄGD MED KÄRNA","Hedelmät, tuoreet",Omenahedelmät,,0.34,34.0,Product,-
28922,"PERSIKKA/NEKTARIINI, KESKIARVO, PUNNITTU KIVINEEN","PEACH/NECTARINE, AVERAGE, WITH STONE","PERSIKA/NEKTARIN, MEDELVÄRDE, VÄGD MED KÄRNA","Hedelmät, tuoreet",Omenahedelmät,,0.19,19.0,Product,-
28923,"ANANAS, TUORE, PUNNITTU KUORINEEN","PINEAPPLE, WITH SKIN","ANANAS, FÄRSK, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.3,30.0,Product,-
28924,"APPELSIINI, PUNNITTU KUORINEEN","ORANGE, AVERAGE, WITH SKIN","APELSIN, VÄGD MED SKAL","Hedelmät, tuoreet",Sitrushedelmät,,0.2,20.0,Product,-
28925,"SITRUUNA, KESKIARVO, PUNNITTU KUORINEEN","LEMON, WITH SKIN","CITRON, MEDELVÄRDE, VÄGD MED SKAL","Hedelmät, tuoreet",Sitrushedelmät,,0.17,17.0,Product,-
28926,"GREIPPI, KESKIARVO, PUNNITTU KUORINEEN","GRAPEFRUIT, AVERAGE, WITH SKIN","GRAPE, MEDELVÄRDE, VÄGD MED SKAL","Hedelmät, tuoreet",Sitrushedelmät,,0.42,42.0,Product,-
28927,"MAKKARA, KASVISMAKKARA, SOIJAPITOINEN","VEGETARIAN SAUSAGE, CONTAINS SOYA","KORV, VEGETARISK KORV MED SOJA",Palkokasvivalmiste,Soijavalmisteet,,1.03,103.0,Product,-
28928,"VIININLEHTI, SÄILÖTTY SUOLALIEMEEN","GRAPE LEAVES, CANNED","VINBLAD, INLAGD I SALTLAG",Kasvissäilykkeet,Kasvissäilykkeet,,15.81,1581.0,Category average,IGCLASS
28929,"JAUHELIHA, LAMPAAN, RASVAA 14 %","LAMB MINCE, 14% FAT","KÖTTFÄRS, LAMMFÄRS, 14 % FETT","Pihvit, kyljykset",Lammas,,30.46,3046.0,Category average,IGCLASS
28930,"JAUHELIHA, BROILERIN",CHICKEN MINCE,"KÖTTFÄRS, KYCKLINGFÄRS",Kanat ja muut linnut,Kanalinnut,,4.78,478.0,Category average,IGCLASS
28931,"VESIMELONI, PUNNITTU KUORINEEN","WATERMELON, WITH SKIN","VATTENMELON, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.16,16.0,Product,-
28932,"VIINIRYPÄLE, KESKIARVO, PUNNITTU KIVINEEN, VIHREÄ/TUMMA","GRAPE, AVERAGE, GREEN OR RED","VINDRUVA, MEDELVÄRDE, VÄGD MED KÄRNOR, GRÖN/MÖRK","Hedelmät, tuoreet",Muut hedelmät,,0.21,21.0,Product,-
28933,"AVOKADO, PUNNITTU KUORINEEN JA KIVINEEN",AVOCADO  WITH SKIN AND STONE,"AVOKADO, VÄGD MED SKAL OCH KÄRNA","Hedelmät, tuoreet",Muut hedelmät,,0.58,58.0,Product,-
28934,"BANAANI, PUNNITTU KUORINEEN","BANANA, WITH SKIN","BANAN, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.3,30.0,Product,-
28935,"MANDARIINI, KESKIARVO, PUNNITTU KUORINEEN","MANDARIN, AVERAGE, WITH SKIN","MANDARIN, MEDELVÄRDE, VÄGD MED SKAL","Hedelmät, tuoreet",Sitrushedelmät,,0.18,18.0,Product,-
28936,"VIIKUNA, KUIVATTU, PUNNITTU KANTOINEEN","FIG, DRIED, WITH STEM","FIKON, VÄGD MED STJÄLK, TORKAD","Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,0.92,92.0,Product,-
28937,"TAATELI, KUIVATTU, PUNNITTU KIVINEEN","DATE, DRIED, WITH STONE","DADEL, TORKAD, VÄGD MED KÄRNA","Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,2.33,233.0,Product,-
28938,"OLIIVI, KESKIARVO, KIVETÖN, ÖLJYSSÄ, VIHREÄ/MUSTA","OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK","OLIV, MEDELVÄRDE, UTAN KÄRNA, INLAGD I OLJA, GRÖN/SVART",Kasvissäilykkeet,Muut hedelmät,,0.69,69.0,Category average,IGCLASS
28939,"KIIVI, PUNNITTU KUORINEEN","KIWI FRUIT, WITH SKIN","KIWI, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.55,55.0,Product,-
28941,"OMENA, KOTIMAINEN, KUORINEEN","APPLE, DOMESTIC, WITH SKIN","ÄPPLE, INHEMSK, MED SKAL","Hedelmät, tuoreet",Omenahedelmät,,0.17,17.0,Product,-
28942,"OMENA, ULKOMAINEN, KUORINEEN","APPLE, IMPORTED, WITH SKIN","ÄPPLE, UTLÄNDSK, MED SKAL","Hedelmät, tuoreet",Omenahedelmät,,0.17,17.0,Product,-
28944,"HUNAJAMELONI, PUNNITTU KUORINEEN",HONEYDEW MELON WITH SKIN,"HONUNGSMELON, VÄGD MED SKAL","Hedelmät, tuoreet",Muut hedelmät,,0.15,15.0,Product,-
28945,"JAUHELIHA, KALKKUNAN, RASVAA 5-6 %","TURKEY MINCE, FAT 5-6%","KÖTTFÄRS, KALKONFÄRS, 5-6 % FETT",Kanat ja muut linnut,Kanalinnut,,4.78,478.0,Category average,IGCLASS
28946,"JAUHELIHA, SIAN, RASVAA 16 %","PORK MINCE, FAT 16 %","KÖTTFÄRS AV GRIS, 16 % FETT","Pihvit, kyljykset",Sianliha,,6.39,639.0,Category average,IGCLASS
28947,"PEKONI, FILEE, RASVAA 18 %","BACON, FILLET, 18% FAT","BACON, FILÉ, FETT 18 G","Pihvit, kyljykset",Sianliha,,6.01,601.0,Product,-
28962,"MAISSINTÄHKÄ, KOKONAINEN","SWEET CORN, CORN ON THE COB","MAJSKOLV, HEL","Kasvikset, tuoreet",Lehtivihannekset,,0.51,51.0,Product,-
28991,"KAHVI, CAFE AU LAIT, MAKEUTTAMATON, TÄYSMAITO","CAFE AU LAIT, UNSWEETENED, WHOLE MILK","CAFE AU LAIT, OSÖTAD, HELMJÖLK",Kahvi,Kahvi,,9.36,936.0,Category average,IGCLASS
28993,"KAHVI, CAFFE LATTE, MAKEUTTAMATON, TÄYSMAITO","CAFE LATTE, UNSWEETENED, WHOLE MILK","CAFFE LATTE, OSÖTAD, HELMJÖLK",Kahvi,Kahvi,,9.36,936.0,Category average,IGCLASS
